layer,head,sample,tokens,baseline_loss,edited_loss,delta_loss
6,0,39,199.0,3.442211389541626,3.4361164569854736,-0.006094932556152344
6,0,40,138.0,3.036294937133789,3.041943073272705,0.005648136138916016
6,0,41,98.0,3.56339955329895,3.5576651096343994,-0.005734443664550781
6,0,42,167.0,2.791276693344116,2.79705548286438,0.005778789520263672
6,0,43,288.0,3.996307849884033,4.000078201293945,0.0037703514099121094
6,0,44,225.0,2.764963150024414,2.7609941959381104,-0.003968954086303711
6,0,45,191.0,3.2674989700317383,3.270737886428833,0.0032389163970947266
6,0,46,92.0,4.787234783172607,4.777487277984619,-0.009747505187988281
6,0,47,41.0,5.17321252822876,5.178186893463135,0.004974365234375
6,0,48,231.0,3.050201892852783,3.04770565032959,-0.0024962425231933594
6,0,49,101.0,2.2807674407958984,2.2758536338806152,-0.004913806915283203
6,0,50,177.0,3.28656005859375,3.2836179733276367,-0.0029420852661132812
6,0,51,252.0,3.729534387588501,3.730579376220703,0.0010449886322021484
6,0,52,259.0,3.0285918712615967,3.02852725982666,-6.461143493652344e-05
6,0,53,47.0,3.0469322204589844,3.0422146320343018,-0.004717588424682617
6,0,54,164.0,2.354414463043213,2.3544743061065674,5.984306335449219e-05
6,0,55,94.0,3.564063310623169,3.554300546646118,-0.009762763977050781
6,0,56,103.0,3.668520927429199,3.663520574569702,-0.00500035285949707
6,0,57,78.0,3.6771252155303955,3.679008722305298,0.0018835067749023438
6,0,58,239.0,3.4083893299102783,3.401911735534668,-0.0064775943756103516
6,0,59,271.0,4.502346992492676,4.505041599273682,0.0026946067810058594
6,0,60,162.0,3.0323004722595215,3.024430990219116,-0.007869482040405273
6,0,61,179.0,3.618516206741333,3.6207377910614014,0.0022215843200683594
6,0,62,218.0,2.710827112197876,2.7147536277770996,0.003926515579223633
6,0,63,81.0,3.249349355697632,3.251361608505249,0.0020122528076171875
6,0,64,93.0,3.696587085723877,3.6956872940063477,-0.0008997917175292969
6,0,65,72.0,3.9958338737487793,3.983177661895752,-0.012656211853027344
6,0,66,230.0,3.6442677974700928,3.644477605819702,0.000209808349609375
6,0,67,99.0,2.919395685195923,2.9262077808380127,0.006812095642089844
6,0,68,213.0,2.9106554985046387,2.9073708057403564,-0.0032846927642822266
6,0,69,119.0,2.7914681434631348,2.7951126098632812,0.0036444664001464844
6,0,70,161.0,3.1008999347686768,3.1025774478912354,0.0016775131225585938
6,0,71,90.0,4.010181903839111,4.007466793060303,-0.0027151107788085938
6,0,72,181.0,3.0067594051361084,3.0036168098449707,-0.0031425952911376953
6,0,73,95.0,4.08024787902832,4.076672554016113,-0.0035753250122070312
6,0,74,245.0,2.442718744277954,2.440504312515259,-0.0022144317626953125
6,0,75,93.0,2.114382266998291,2.117164134979248,0.0027818679809570312
6,0,76,225.0,2.825653553009033,2.821349859237671,-0.004303693771362305
6,0,77,61.0,3.338794708251953,3.350602388381958,0.011807680130004883
6,0,78,257.0,3.9624106884002686,3.957976818084717,-0.004433870315551758
6,0,79,165.0,3.2207393646240234,3.2133877277374268,-0.00735163688659668
6,0,80,117.0,4.315102577209473,4.317627429962158,0.002524852752685547
6,0,81,89.0,3.6350255012512207,3.6454412937164307,0.010415792465209961
6,0,82,291.0,3.772111177444458,3.7734127044677734,0.0013015270233154297
6,0,83,93.0,3.43058443069458,3.4315309524536133,0.0009465217590332031
6,0,84,228.0,2.4015636444091797,2.401313543319702,-0.00025010108947753906
6,0,85,131.0,2.8454298973083496,2.8436808586120605,-0.0017490386962890625
6,0,86,191.0,4.341160774230957,4.343013763427734,0.0018529891967773438
6,0,87,238.0,5.110036849975586,5.1085686683654785,-0.0014681816101074219
6,0,88,210.0,3.3413021564483643,3.352586030960083,0.01128387451171875
6,0,89,107.0,4.339839935302734,4.340063571929932,0.00022363662719726562
6,0,90,217.0,3.0681116580963135,3.0667476654052734,-0.001363992691040039
6,0,91,199.0,3.2457942962646484,3.247901439666748,0.0021071434020996094
6,0,92,84.0,2.6276965141296387,2.6295642852783203,0.0018677711486816406
6,0,93,271.0,3.756063222885132,3.7555665969848633,-0.0004966259002685547
6,0,94,226.0,3.251934289932251,3.2490899562835693,-0.0028443336486816406
6,0,95,258.0,3.875674247741699,3.8775997161865234,0.0019254684448242188
6,0,96,86.0,3.585750102996826,3.586419105529785,0.0006690025329589844
6,0,97,142.0,4.497574806213379,4.495415687561035,-0.00215911865234375
6,0,98,42.0,3.347982168197632,3.2942631244659424,-0.05371904373168945
6,0,99,224.0,2.679133892059326,2.681533098220825,0.0023992061614990234
6,0,100,197.0,2.196375608444214,2.193923234939575,-0.002452373504638672
6,0,101,85.0,2.568619728088379,2.55945086479187,-0.009168863296508789
6,0,102,195.0,3.2174572944641113,3.217585563659668,0.00012826919555664062
6,0,103,102.0,3.6202828884124756,3.626694679260254,0.00641179084777832
6,0,104,181.0,3.483546018600464,3.489527463912964,0.0059814453125
6,0,105,72.0,2.1719796657562256,2.1680519580841064,-0.003927707672119141
6,0,106,130.0,4.735745906829834,4.735345840454102,-0.0004000663757324219
6,0,107,62.0,2.6150100231170654,2.6139588356018066,-0.001051187515258789
6,0,108,263.0,3.6819097995758057,3.6823842525482178,0.0004744529724121094
6,0,109,194.0,2.822662115097046,2.820173978805542,-0.0024881362915039062
6,0,110,174.0,2.753187417984009,2.7529280185699463,-0.0002593994140625
6,0,111,235.0,4.053600788116455,4.050710678100586,-0.0028901100158691406
6,0,112,143.0,4.031272888183594,4.028048038482666,-0.0032248497009277344
6,0,113,117.0,4.415828704833984,4.414700984954834,-0.0011277198791503906
6,0,114,160.0,3.988440990447998,3.985424757003784,-0.003016233444213867
6,0,115,115.0,3.474060297012329,3.472766637802124,-0.0012936592102050781
6,0,116,120.0,3.551665782928467,3.554189920425415,0.002524137496948242
6,0,117,186.0,3.7136735916137695,3.7107737064361572,-0.0028998851776123047
6,0,118,138.0,3.1632800102233887,3.173309803009033,0.010029792785644531
6,0,119,80.0,2.3273348808288574,2.3213136196136475,-0.006021261215209961
6,0,120,164.0,2.849583864212036,2.853638172149658,0.00405430793762207
6,0,121,215.0,3.761408567428589,3.7553610801696777,-0.006047487258911133
6,0,122,81.0,3.2764456272125244,3.2781929969787598,0.0017473697662353516
6,0,123,171.0,3.1637179851531982,3.1695382595062256,0.005820274353027344
6,0,124,41.0,5.6693196296691895,5.629216194152832,-0.04010343551635742
6,0,125,103.0,3.8813576698303223,3.893080711364746,0.011723041534423828
6,0,126,145.0,3.006119966506958,3.000925302505493,-0.005194664001464844
6,0,127,102.0,2.92803955078125,2.9183173179626465,-0.009722232818603516
6,1,0,196.0,3.6189582347869873,3.609373092651367,-0.009585142135620117
6,1,1,127.0,3.22214412689209,3.22029185295105,-0.001852273941040039
6,1,2,162.0,2.2713801860809326,2.266392469406128,-0.0049877166748046875
6,1,3,92.0,4.133184909820557,4.1310529708862305,-0.002131938934326172
6,1,4,194.0,3.299353837966919,3.2967894077301025,-0.0025644302368164062
6,1,5,115.0,2.8214778900146484,2.8192412853240967,-0.002236604690551758
6,1,6,109.0,4.325214862823486,4.330389022827148,0.005174160003662109
6,1,7,48.0,3.449648857116699,3.44514536857605,-0.004503488540649414
6,1,8,69.0,3.7256877422332764,3.72505784034729,-0.0006299018859863281
6,1,9,85.0,3.190195322036743,3.1941685676574707,0.003973245620727539
6,1,10,238.0,2.782064914703369,2.783039093017578,0.0009741783142089844
6,1,11,233.0,2.6044344902038574,2.6101949214935303,0.0057604312896728516
6,1,12,208.0,3.147305488586426,3.144120931625366,-0.0031845569610595703
6,1,13,196.0,2.917774200439453,2.9169552326202393,-0.0008189678192138672
6,1,14,131.0,3.2567384243011475,3.261956214904785,0.005217790603637695
6,1,15,125.0,2.790242910385132,2.7869982719421387,-0.003244638442993164
6,1,16,61.0,4.113956451416016,4.09852933883667,-0.015427112579345703
6,1,17,164.0,2.230290412902832,2.228492498397827,-0.0017979145050048828
6,1,18,107.0,3.345957040786743,3.3538472652435303,0.00789022445678711
6,1,19,48.0,3.959183692932129,3.949465036392212,-0.009718656539916992
6,1,20,74.0,2.182640314102173,2.1776022911071777,-0.005038022994995117
6,1,21,103.0,2.7647080421447754,2.7725954055786133,0.00788736343383789
6,1,22,114.0,3.4331488609313965,3.4391260147094727,0.005977153778076172
6,1,23,50.0,5.562728404998779,5.568249702453613,0.005521297454833984
6,1,24,281.0,2.4593505859375,2.4530012607574463,-0.006349325180053711
6,1,25,247.0,2.162877321243286,2.1658949851989746,0.0030176639556884766
6,1,26,173.0,3.780362606048584,3.7822370529174805,0.0018744468688964844
6,1,27,166.0,3.268761396408081,3.266981840133667,-0.0017795562744140625
6,1,28,98.0,2.8850836753845215,2.878324031829834,-0.0067596435546875
6,1,29,174.0,3.2879021167755127,3.282411813735962,-0.005490303039550781
6,1,30,173.0,3.087313413619995,3.090139389038086,0.0028259754180908203
6,1,31,215.0,3.7688708305358887,3.765009641647339,-0.0038611888885498047
6,1,32,186.0,2.7773280143737793,2.783050775527954,0.005722761154174805
6,1,33,153.0,2.610452890396118,2.6041698455810547,-0.0062830448150634766
6,1,34,147.0,3.096090793609619,3.091681480407715,-0.004409313201904297
6,1,35,50.0,4.262930870056152,4.254672527313232,-0.008258342742919922
6,1,36,86.0,2.5445685386657715,2.5659470558166504,0.021378517150878906
6,1,37,154.0,4.032649040222168,4.0256123542785645,-0.007036685943603516
6,1,38,265.0,2.685051679611206,2.6864776611328125,0.0014259815216064453
6,1,39,199.0,3.442211389541626,3.4311351776123047,-0.011076211929321289
6,1,40,138.0,3.036294937133789,3.0419538021087646,0.005658864974975586
6,1,41,98.0,3.56339955329895,3.5682485103607178,0.004848957061767578
6,1,42,167.0,2.791276693344116,2.7954888343811035,0.004212141036987305
6,1,43,288.0,3.996307849884033,3.9967918395996094,0.0004839897155761719
6,1,44,225.0,2.764963150024414,2.76952862739563,0.00456547737121582
6,1,45,191.0,3.2674989700317383,3.2699921131134033,0.002493143081665039
6,1,46,92.0,4.787234783172607,4.78828763961792,0.0010528564453125
6,1,47,41.0,5.17321252822876,5.179553985595703,0.006341457366943359
6,1,48,231.0,3.050201892852783,3.0478878021240234,-0.0023140907287597656
6,1,49,101.0,2.2807674407958984,2.276360273361206,-0.004407167434692383
6,1,50,177.0,3.28656005859375,3.281026840209961,-0.0055332183837890625
6,1,51,252.0,3.729534387588501,3.729541301727295,6.9141387939453125e-06
6,1,52,259.0,3.0285918712615967,3.027022361755371,-0.001569509506225586
6,1,53,47.0,3.0469322204589844,3.053561210632324,0.006628990173339844
6,1,54,164.0,2.354414463043213,2.3566219806671143,0.002207517623901367
6,1,55,94.0,3.564063310623169,3.5526113510131836,-0.011451959609985352
6,1,56,103.0,3.668520927429199,3.6692867279052734,0.0007658004760742188
6,1,57,78.0,3.6771252155303955,3.677294969558716,0.0001697540283203125
6,1,58,239.0,3.4083893299102783,3.404606580734253,-0.0037827491760253906
6,1,59,271.0,4.502346992492676,4.50496768951416,0.002620697021484375
6,1,60,162.0,3.0323004722595215,3.0304837226867676,-0.0018167495727539062
6,1,61,179.0,3.618516206741333,3.619405508041382,0.0008893013000488281
6,1,62,218.0,2.710827112197876,2.7117271423339844,0.0009000301361083984
6,1,63,81.0,3.249349355697632,3.2476918697357178,-0.0016574859619140625
6,1,64,93.0,3.696587085723877,3.703402280807495,0.006815195083618164
6,1,65,72.0,3.9958338737487793,3.9994664192199707,0.0036325454711914062
6,1,66,230.0,3.6442677974700928,3.638338088989258,-0.005929708480834961
6,1,67,99.0,2.919395685195923,2.930809497833252,0.011413812637329102
6,1,68,213.0,2.9106554985046387,2.9077162742614746,-0.0029392242431640625
6,1,69,119.0,2.7914681434631348,2.7951221466064453,0.003654003143310547
6,1,70,161.0,3.1008999347686768,3.10369873046875,0.002798795700073242
6,1,71,90.0,4.010181903839111,4.014262676239014,0.004080772399902344
6,1,72,181.0,3.0067594051361084,3.003352642059326,-0.0034067630767822266
6,1,73,95.0,4.08024787902832,4.068971633911133,-0.0112762451171875
6,1,74,245.0,2.442718744277954,2.43668270111084,-0.006036043167114258
6,1,75,93.0,2.114382266998291,2.103959083557129,-0.01042318344116211
6,1,76,225.0,2.825653553009033,2.8226330280303955,-0.0030205249786376953
6,1,77,61.0,3.338794708251953,3.343425750732422,0.00463104248046875
6,1,78,257.0,3.9624106884002686,3.9607834815979004,-0.001627206802368164
6,1,79,165.0,3.2207393646240234,3.221968173980713,0.0012288093566894531
6,1,80,117.0,4.315102577209473,4.308686256408691,-0.00641632080078125
6,1,81,89.0,3.6350255012512207,3.6435158252716064,0.008490324020385742
6,1,82,291.0,3.772111177444458,3.772503614425659,0.0003924369812011719
6,1,83,93.0,3.43058443069458,3.4281609058380127,-0.002423524856567383
6,1,84,228.0,2.4015636444091797,2.4007718563079834,-0.0007917881011962891
6,1,85,131.0,2.8454298973083496,2.8390913009643555,-0.006338596343994141
6,1,86,191.0,4.341160774230957,4.3432297706604,0.0020689964294433594
6,1,87,238.0,5.110036849975586,5.108626365661621,-0.0014104843139648438
6,1,88,210.0,3.3413021564483643,3.343653440475464,0.0023512840270996094
6,1,89,107.0,4.339839935302734,4.344511985778809,0.004672050476074219
6,1,90,217.0,3.0681116580963135,3.0643889904022217,-0.003722667694091797
6,1,91,199.0,3.2457942962646484,3.2487714290618896,0.002977132797241211
6,1,92,84.0,2.6276965141296387,2.640516996383667,0.01282048225402832
6,1,93,271.0,3.756063222885132,3.7542755603790283,-0.0017876625061035156
6,1,94,226.0,3.251934289932251,3.2504847049713135,-0.0014495849609375
6,1,95,258.0,3.875674247741699,3.879077434539795,0.003403186798095703
6,1,96,86.0,3.585750102996826,3.5953872203826904,0.009637117385864258
6,1,97,142.0,4.497574806213379,4.501718997955322,0.004144191741943359
6,1,98,42.0,3.347982168197632,3.3491663932800293,0.001184225082397461
6,1,99,224.0,2.679133892059326,2.6736056804656982,-0.00552821159362793
6,1,100,197.0,2.196375608444214,2.1969287395477295,0.000553131103515625
6,1,101,85.0,2.568619728088379,2.5623154640197754,-0.006304264068603516
6,1,102,195.0,3.2174572944641113,3.2127268314361572,-0.0047304630279541016
6,1,103,102.0,3.6202828884124756,3.6411430835723877,0.02086019515991211
6,1,104,181.0,3.483546018600464,3.486093521118164,0.0025475025177001953
6,1,105,72.0,2.1719796657562256,2.1788835525512695,0.006903886795043945
6,1,106,130.0,4.735745906829834,4.735889911651611,0.00014400482177734375
6,1,107,62.0,2.6150100231170654,2.617565631866455,0.0025556087493896484
6,1,108,263.0,3.6819097995758057,3.6864945888519287,0.004584789276123047
6,1,109,194.0,2.822662115097046,2.817399740219116,-0.0052623748779296875
6,1,110,174.0,2.753187417984009,2.753209352493286,2.193450927734375e-05
6,1,111,235.0,4.053600788116455,4.0562028884887695,0.002602100372314453
6,1,112,143.0,4.031272888183594,4.030523777008057,-0.0007491111755371094
6,1,113,117.0,4.415828704833984,4.404850959777832,-0.010977745056152344
6,1,114,160.0,3.988440990447998,3.984884738922119,-0.0035562515258789062
6,1,115,115.0,3.474060297012329,3.475443124771118,0.0013828277587890625
6,1,116,120.0,3.551665782928467,3.5566067695617676,0.004940986633300781
6,1,117,186.0,3.7136735916137695,3.710399627685547,-0.0032739639282226562
6,1,118,138.0,3.1632800102233887,3.1734323501586914,0.010152339935302734
6,1,119,80.0,2.3273348808288574,2.320554733276367,-0.006780147552490234
6,1,120,164.0,2.849583864212036,2.849546194076538,-3.7670135498046875e-05
6,1,121,215.0,3.761408567428589,3.755690813064575,-0.005717754364013672
6,1,122,81.0,3.2764456272125244,3.2869338989257812,0.010488271713256836
6,1,123,171.0,3.1637179851531982,3.1684534549713135,0.004735469818115234
6,1,124,41.0,5.6693196296691895,5.649074554443359,-0.020245075225830078
6,1,125,103.0,3.8813576698303223,3.885897397994995,0.0045397281646728516
6,1,126,145.0,3.006119966506958,3.008796215057373,0.002676248550415039
6,1,127,102.0,2.92803955078125,2.927316188812256,-0.0007233619689941406
6,2,0,196.0,3.6189582347869873,3.612565755844116,-0.006392478942871094
6,2,1,127.0,3.22214412689209,3.221656084060669,-0.00048804283142089844
6,2,2,162.0,2.2713801860809326,2.271514415740967,0.0001342296600341797
6,2,3,92.0,4.133184909820557,4.124337196350098,-0.008847713470458984
6,2,4,194.0,3.299353837966919,3.297166347503662,-0.002187490463256836
6,2,5,115.0,2.8214778900146484,2.822885513305664,0.001407623291015625
6,2,6,109.0,4.325214862823486,4.330366134643555,0.005151271820068359
6,2,7,48.0,3.449648857116699,3.449892282485962,0.0002434253692626953
6,2,8,69.0,3.7256877422332764,3.725123405456543,-0.0005643367767333984
6,2,9,85.0,3.190195322036743,3.187380790710449,-0.0028145313262939453
6,2,10,238.0,2.782064914703369,2.7805445194244385,-0.001520395278930664
6,2,11,233.0,2.6044344902038574,2.608794689178467,0.004360198974609375
6,2,12,208.0,3.147305488586426,3.14422607421875,-0.0030794143676757812
6,2,13,196.0,2.917774200439453,2.9204580783843994,0.002683877944946289
6,2,14,131.0,3.2567384243011475,3.253593683242798,-0.0031447410583496094
6,2,15,125.0,2.790242910385132,2.7876133918762207,-0.002629518508911133
6,2,16,61.0,4.113956451416016,4.111865520477295,-0.002090930938720703
6,2,17,164.0,2.230290412902832,2.229975700378418,-0.0003147125244140625
6,2,18,107.0,3.345957040786743,3.346848726272583,0.0008916854858398438
6,2,19,48.0,3.959183692932129,3.964947462081909,0.0057637691497802734
6,2,20,74.0,2.182640314102173,2.175295114517212,-0.0073451995849609375
6,2,21,103.0,2.7647080421447754,2.751013994216919,-0.013694047927856445
6,2,22,114.0,3.4331488609313965,3.433910369873047,0.0007615089416503906
6,2,23,50.0,5.562728404998779,5.55967903137207,-0.0030493736267089844
6,2,24,281.0,2.4593505859375,2.4569716453552246,-0.0023789405822753906
6,2,25,247.0,2.162877321243286,2.162299871444702,-0.0005774497985839844
6,2,26,173.0,3.780362606048584,3.7847907543182373,0.00442814826965332
6,2,27,166.0,3.268761396408081,3.272407293319702,0.0036458969116210938
6,2,28,98.0,2.8850836753845215,2.8793163299560547,-0.005767345428466797
6,2,29,174.0,3.2879021167755127,3.2922074794769287,0.004305362701416016
6,2,30,173.0,3.087313413619995,3.098093032836914,0.010779619216918945
6,2,31,215.0,3.7688708305358887,3.765346050262451,-0.0035247802734375
6,2,32,186.0,2.7773280143737793,2.7953872680664062,0.018059253692626953
6,2,33,153.0,2.610452890396118,2.607567071914673,-0.0028858184814453125
6,2,34,147.0,3.096090793609619,3.095072031021118,-0.0010187625885009766
6,2,35,50.0,4.262930870056152,4.2553791999816895,-0.007551670074462891
6,2,36,86.0,2.5445685386657715,2.574512243270874,0.02994370460510254
6,2,37,154.0,4.032649040222168,4.028713703155518,-0.003935337066650391
6,2,38,265.0,2.685051679611206,2.68501353263855,-3.814697265625e-05
6,2,39,199.0,3.442211389541626,3.434237241744995,-0.00797414779663086
6,2,40,138.0,3.036294937133789,3.0391244888305664,0.0028295516967773438
6,2,41,98.0,3.56339955329895,3.559758424758911,-0.0036411285400390625
6,2,42,167.0,2.791276693344116,2.7907490730285645,-0.0005276203155517578
6,2,43,288.0,3.996307849884033,3.9997165203094482,0.003408670425415039
6,2,44,225.0,2.764963150024414,2.7676827907562256,0.0027196407318115234
6,2,45,191.0,3.2674989700317383,3.267934799194336,0.00043582916259765625
6,2,46,92.0,4.787234783172607,4.7847065925598145,-0.0025281906127929688
6,2,47,41.0,5.17321252822876,5.178354263305664,0.005141735076904297
6,2,48,231.0,3.050201892852783,3.045670747756958,-0.004531145095825195
6,2,49,101.0,2.2807674407958984,2.273439407348633,-0.007328033447265625
6,2,50,177.0,3.28656005859375,3.28410005569458,-0.002460002899169922
6,2,51,252.0,3.729534387588501,3.7366154193878174,0.007081031799316406
6,2,52,259.0,3.0285918712615967,3.0268635749816895,-0.0017282962799072266
6,2,53,47.0,3.0469322204589844,3.052382230758667,0.005450010299682617
6,2,54,164.0,2.354414463043213,2.354222297668457,-0.00019216537475585938
6,2,55,94.0,3.564063310623169,3.5577733516693115,-0.006289958953857422
6,2,56,103.0,3.668520927429199,3.6717612743377686,0.003240346908569336
6,2,57,78.0,3.6771252155303955,3.6669092178344727,-0.010215997695922852
6,2,58,239.0,3.4083893299102783,3.4018211364746094,-0.006568193435668945
6,2,59,271.0,4.502346992492676,4.5074782371521,0.005131244659423828
6,2,60,162.0,3.0323004722595215,3.0286450386047363,-0.0036554336547851562
6,2,61,179.0,3.618516206741333,3.6212596893310547,0.0027434825897216797
6,2,62,218.0,2.710827112197876,2.7152934074401855,0.00446629524230957
6,2,63,81.0,3.249349355697632,3.2544002532958984,0.0050508975982666016
6,2,64,93.0,3.696587085723877,3.700549364089966,0.003962278366088867
6,2,65,72.0,3.9958338737487793,3.979921579360962,-0.015912294387817383
6,2,66,230.0,3.6442677974700928,3.6421539783477783,-0.002113819122314453
6,2,67,99.0,2.919395685195923,2.9116291999816895,-0.0077664852142333984
6,2,68,213.0,2.9106554985046387,2.9091379642486572,-0.0015175342559814453
6,2,69,119.0,2.7914681434631348,2.796762466430664,0.005294322967529297
6,2,70,161.0,3.1008999347686768,3.100233793258667,-0.0006661415100097656
6,2,71,90.0,4.010181903839111,4.006046772003174,-0.0041351318359375
6,2,72,181.0,3.0067594051361084,3.005524158477783,-0.0012352466583251953
6,2,73,95.0,4.08024787902832,4.0811967849731445,0.0009489059448242188
6,2,74,245.0,2.442718744277954,2.4406001567840576,-0.0021185874938964844
6,2,75,93.0,2.114382266998291,2.120898485183716,0.006516218185424805
6,2,76,225.0,2.825653553009033,2.823060989379883,-0.0025925636291503906
6,2,77,61.0,3.338794708251953,3.340879440307617,0.0020847320556640625
6,2,78,257.0,3.9624106884002686,3.9633498191833496,0.0009391307830810547
6,2,79,165.0,3.2207393646240234,3.2168376445770264,-0.0039017200469970703
6,2,80,117.0,4.315102577209473,4.310515403747559,-0.0045871734619140625
6,2,81,89.0,3.6350255012512207,3.6304519176483154,-0.0045735836029052734
6,2,82,291.0,3.772111177444458,3.7716996669769287,-0.0004115104675292969
6,2,83,93.0,3.43058443069458,3.4294021129608154,-0.0011823177337646484
6,2,84,228.0,2.4015636444091797,2.4024412631988525,0.0008776187896728516
6,2,85,131.0,2.8454298973083496,2.8441851139068604,-0.0012447834014892578
6,2,86,191.0,4.341160774230957,4.346303462982178,0.005142688751220703
6,2,87,238.0,5.110036849975586,5.113157272338867,0.00312042236328125
6,2,88,210.0,3.3413021564483643,3.345736265182495,0.004434108734130859
6,2,89,107.0,4.339839935302734,4.346022129058838,0.006182193756103516
6,2,90,217.0,3.0681116580963135,3.0657548904418945,-0.0023567676544189453
6,2,91,199.0,3.2457942962646484,3.2459349632263184,0.00014066696166992188
6,2,92,84.0,2.6276965141296387,2.628288984298706,0.0005924701690673828
6,2,93,271.0,3.756063222885132,3.75961971282959,0.003556489944458008
6,2,94,226.0,3.251934289932251,3.2541379928588867,0.002203702926635742
6,2,95,258.0,3.875674247741699,3.877136707305908,0.0014624595642089844
6,2,96,86.0,3.585750102996826,3.608572244644165,0.022822141647338867
6,2,97,142.0,4.497574806213379,4.497572422027588,-2.384185791015625e-06
6,2,98,42.0,3.347982168197632,3.3631181716918945,0.015136003494262695
6,2,99,224.0,2.679133892059326,2.6721389293670654,-0.006994962692260742
6,2,100,197.0,2.196375608444214,2.193300247192383,-0.0030753612518310547
6,2,101,85.0,2.568619728088379,2.5628678798675537,-0.005751848220825195
6,2,102,195.0,3.2174572944641113,3.219513416290283,0.002056121826171875
6,2,103,102.0,3.6202828884124756,3.6252801418304443,0.00499725341796875
6,2,104,181.0,3.483546018600464,3.482430934906006,-0.0011150836944580078
6,2,105,72.0,2.1719796657562256,2.1683812141418457,-0.003598451614379883
6,2,106,130.0,4.735745906829834,4.732495307922363,-0.003250598907470703
6,2,107,62.0,2.6150100231170654,2.606752872467041,-0.008257150650024414
6,2,108,263.0,3.6819097995758057,3.67999267578125,-0.001917123794555664
6,2,109,194.0,2.822662115097046,2.8181064128875732,-0.004555702209472656
6,2,110,174.0,2.753187417984009,2.755582332611084,0.0023949146270751953
6,2,111,235.0,4.053600788116455,4.062560558319092,0.008959770202636719
6,2,112,143.0,4.031272888183594,4.030033588409424,-0.0012392997741699219
6,2,113,117.0,4.415828704833984,4.3992180824279785,-0.01661062240600586
6,2,114,160.0,3.988440990447998,3.9896316528320312,0.0011906623840332031
6,2,115,115.0,3.474060297012329,3.4805734157562256,0.006513118743896484
6,2,116,120.0,3.551665782928467,3.549074649810791,-0.0025911331176757812
6,2,117,186.0,3.7136735916137695,3.715752601623535,0.002079010009765625
6,2,118,138.0,3.1632800102233887,3.1623916625976562,-0.0008883476257324219
6,2,119,80.0,2.3273348808288574,2.322983741760254,-0.004351139068603516
6,2,120,164.0,2.849583864212036,2.848655939102173,-0.0009279251098632812
6,2,121,215.0,3.761408567428589,3.769998788833618,0.008590221405029297
